author,statement,source,date,target
Linda Qiu,"Says ""there’s 400,000"" anchor babies born in the United States a year, which are ""individuals coming to our country and having their children so their children can be U.S. citizens.""",Corey Lewandowski,"August 23, 2015",barely-true
Will Cabaniss,"""There are actually only 30 countries that practice birthright citizenship.""",S.E. Cupp,"August 23, 2015",TRUE
Joshua Gillin,"Says ""56 percent of (the U.S.-Mexico) border is not under our control.""",Ben Carson,"August 23, 2015",half-true
Mark Reynolds,"""Rhode Island will become just the second state to mandate the vaccine … and the only state to do so by regulatory fiat, without public debate, and without consideration from the elected representatives of the people.""",Rhode Island Center for Freedom and Prosperity,"August 23, 2015",half-true
W. Gardner,"""The United States is about 100th in voter turnout among the industrialized nations, and Texas is near the bottom in terms of voter registration and voter turnout.""",Bruce Elfant,"• August 21,",mostly-true
James B.,"""The rate in which people are working (in Wisconsin) is almost five points higher than it is nationally.""",Scott Walker,"• August 21,",mostly-true
April Hunt,"""Zero Planned Parenthood facilities are licensed to do mammograms. Planned Parenthood, women don’t need you!""",Alliance Defending Freedom,"August 21, 2015",half-true
Bradley Saacks,"""Less than half of the poorest American households have a home Internet subscription.""",Julián Castro,"August 20, 2015",TRUE
Lauren Carroll,"""If I had not asked for my emails all to be made public, none of this would have been in the public arena.""",Hillary Clinton,"August 20, 2015",barely-true
Amy Sherman,"""We have an Army that just cut 40,000 spots.""",Marco Rubio,"August 20, 2015",mostly-true
Linda Qiu,"Says Michele Bachmann said, ""The Chinese built a Great Wall 5,000 years ago. You don't see any illegal Mexicans in China.""",Facebook posts,"August 20, 2015",pants-fire
Jon Greenberg,"""The U.S. has now spent more on reconstructing Afghanistan than was spent on the Marshall Plan and the reconstruction of Europe.""",Matt Wuerker,"August 20, 2015",mostly-true
Lauren Carroll,"""There's not a single, solitary example that"" signing the bill to end Glass-Steagall ""had anything to do with the financial crash.""",Bill Clinton,"August 19, 2015",mostly-true
Dave Umhoefer,"A ""majority in every state favors path to citizenship for undocumented immigrants.""",Democratic Party of Wisconsin,"August 19, 2015",mostly-true
Nancy Badertscher,"""Peachtree and Pine is one of the leading sites for tuberculosis in the nation.""",Kasim Reed,"August 19, 2015",mostly-true
Joshua Gillin,"Says Patrick Murphy ""hasn't passed a single bill out of committee.""",Alan Grayson,"August 18, 2015",FALSE
Will Cabaniss,"""There’s a tremendous other number of public officials who have done the same thing"" as Hillary Clinton with a private email server.",Howard Dean,"August 18, 2015",barely-true
Linda Qiu,"""The annual cost of free tax credits alone paid to illegal immigrants quadrupled to $4.2 billion in 2011.""",Donald Trump,"August 18, 2015",half-true
Christian Belanger,"""You’re more likely to get struck by lightning in Texas"" than find in-person voter fraud.",Cory Booker,"August 18, 2015",TRUE
Jon Greenberg,"Between 2008 and 2014, ""criminal aliens accounted for 38 percent of all murder convictions in the five states of California, Texas, Arizona, Florida and New York.""",Tom Tancredo,"August 17, 2015",FALSE
Louis Jacobson,"Says 57 percent of federal spending goes to the military and just 1 percent goes to food and agriculture, including food stamps.",Facebook posts,"August 17, 2015",FALSE
Warren Fiske,"On unemployment rates: ""We have counties in Southwest Virginia that are well into double digits and some that are pushing 20 percent.""",Israel O'Quinn,"August 17, 2015",FALSE
Linda Qiu,"The number of people who ""believe in socialism ... is increasing.""",Ben Carson,"August 16, 2015",half-true
Lauren Carroll,"Says ""if the (Iran nuclear) deal gets rejected, they still get"" $150 billion.",Donald Trump,"August 16, 2015",half-true
Will Cabaniss,"""We spend almost twice as much per capita on health care as do the people of any other country.""",Bernie Sanders,"August 16, 2015",FALSE
Louis Jacobson,"""F: The grade given to Florida for college affordability under Jeb Bush's leadership.""",Hillary Clinton,"August 14, 2015",half-true
Lauren Carroll,"There has been a 100 percent ""increase in student debt under this Democratic White House.""",Jeb Bush,"August 14, 2015",half-true
Tom Kertscher,"Wisconsin's pension system is the ""only one fully funded in the country.""",Scott Walker,"August 14, 2015",mostly-true
Amy Sherman,"""A minor cannot get a tattoo without parental consent but can get an abortion without parental consent.""",Marco Rubio,"August 13, 2015",half-true
Christian Belanger,"""One of the reasons that Social Security is in so much trouble is that the only funding stream comes from people who get a wage. The people who get wages is declining dramatically.""",Mike Huckabee,"August 12, 2015",barely-true
Linda Qiu,"""Over 40 percent of small and mid-size banks that loan money to small businesses have been wiped out since Dodd-Frank has passed.""",Marco Rubio,"August 12, 2015",barely-true
Joshua Gillin,"Says Marco Rubio’s ""proposed college affordability overhaul would specifically benefit for-profit colleges.""",American Bridge 21st Century,"August 12, 2015",barely-true
Will Cabaniss,"Says Bernie Sanders chose ""to spend his honeymoon in the Soviet Union in 1988.""",George Will,"August 12, 2015",mostly-true
Nancy Badertscher,There is debate among constitutional scholars about whether the First Amendment will continue to protect faith leaders from being forced to perform marriages against their religious beliefs.,David Ralston,"August 12, 2015",barely-true
Lauren Carroll,"Emails released to the public show Hillary Clinton discussed ""the location of Ambassador Stevens, who of course was murdered, in Libya.""",Andrew Napolitano,"August 11, 2015",half-true
Jon Greenberg,"Says Donald Trump has ""changed his mind"" on abortion.",Carly Fiorina,"August 11, 2015",TRUE
Louis Jacobson,"""Every poll said I won the debate.""",Donald Trump,"August 11, 2015",half-true
Christian Belanger,"""African-American children are 500 percent more likely to die from asthma than white kids.""",Hillary Clinton,"August 11, 2015",TRUE
Tom Kertscher,"Scott Walker ""had a 2.3 GPA when he was asked to leave Marquette University for cheating.""",Facebook posts,"August 11, 2015",FALSE
Anna Bruzgulis,"""Prior to 1962, everybody prayed before school started,"" and ""the Bible was the principal textbook in all schools.""",Rafael Cruz,"August 10, 2015",barely-true
Louis Jacobson,"""If you look at the results of Obamacare, what you see is emergency room visits are up over 50 percent.""",Carly Fiorina,"August 10, 2015",barely-true
Will Cabaniss,"""Some of the things that (Megyn Kelly) said, I didn’t say.""",Donald Trump,"August 10, 2015",FALSE
Sean Gorman,"Says Jill McCabe ""supports late term abortions. Larger baby parts are more profitable.""",Dick Black,"August 10, 2015",pants-fire
Sean Gorman,"""The United States has the highest incarceration rate in the world.""",Jim Webb,"August 10, 2015",mostly-true
Jon Greenberg,"Says he was ""one of the chief architects"" of balancing the federal budget.",John Kasich,"August 9, 2015",mostly-true
Linda Qiu,"""The Republican presidential nominee hasn’t won women since 1988.""",Heather McGhee,"August 9, 2015",TRUE
Nick Reid,"""I was appointed U.S. attorney by President Bush on Sept. 10, 2001.""",Chris Christie,"August 7, 2015",barely-true
Jon Greenberg,"""Ukraine was a nuclear-armed state. They gave away their nuclear arms with the understanding that we would protect them.""",Ben Carson,"August 7, 2015",FALSE
Lauren Carroll,"""A majority of the candidates on this stage have supported amnesty ... I have never supported amnesty.""",Ted Cruz,"August 7, 2015",mostly-true
Louis Jacobson,"""The Fourth Amendment was what we fought the Revolution over. John Adams said it was the spark that led to our war for independence.""",Rand Paul,"August 7, 2015",mostly-true
Joshua Gillin,"""As governor of Florida I defunded Planned Parenthood.""",Jeb Bush,"August 7, 2015",TRUE
Amy Sherman,"On allowing abortion in cases of rape or incest, ""I have never said that or advocated that.""",Marco Rubio,"August 7, 2015",barely-true
W. Gardner,"""In FY 2014 Planned Parenthood performed 327,653 abortions while receiving $528 million from taxpayers, in violation"" of ""the Hyde amendment.""",John Cornyn,"• August 7,",barely-true
Tom Kertscher,"Wisconsin’s ""rainy day fund"" is ""165 times bigger than when we first took office.""",Scott Walker,"August 7, 2015",TRUE
Tom Kertscher,"Says Scott Walker's defunding of Planned Parenthood ""left women across the state stranded with nowhere else to turn"" for cancer screenings, breast exams and birth control.",Hillary Clinton,"August 7, 2015",half-true
Lauren Carroll,"Says Hillary Clinton has ""been in office and in government longer than anybody else running here tonight.""",Marco Rubio,"August 7, 2015",barely-true
Amy Sherman,"Says that Donald Trump ""supported Charlie Crist.""",Marco Rubio,"August 7, 2015",mostly-true
Linda Qiu,"""$700 billion was robbed (from Medicare) to pay for Obamacare.""",Mike Huckabee,"August 7, 2015",half-true
Jon Greenberg,"Illegal immigration ""wasn’t a subject that was on anybody’s mind until I brought it up at my announcement.""",Donald Trump,"August 7, 2015",FALSE
April Hunt,Film and television productions generated a $6 billion economic impact for Georgia’s economy in the most recent fiscal year.,Georgia Department of Economic Development,"August 7, 2015",half-true
Louis Jacobson,"""I took the state of Ohio from an $8 billion hole … to a $2 billion surplus.""",John Kasich,"August 6, 2015",mostly-true
Amy Sherman,"""This is the most generous country in the world when it comes to immigration. There are a million people a year who legally immigrate to the United States.""",Marco Rubio,"August 6, 2015",mostly-true
Louis Jacobson,"""The Mexican government ... they send the bad ones over.""",Donald Trump,"August 6, 2015",pants-fire
Jon Greenberg,"""Fox changed around their poll eligibility criteria on the day they announced who is in and out of their debate.""",Rachel Maddow,"August 6, 2015",half-true
Joshua Gillin,"Says Jeb Bush ""significantly cut early voting prior to the 2008 presidential election.""",Arthenia Joyner,"August 5, 2015",mostly-true
Sarah Hauer,"""Since I took office, Wisconsin now has the 2nd highest health care quality ranking in the country.""",Scott Walker,"August 5, 2015",half-true
Louis Jacobson,"""The stock market does better when you have a Democratic president in the White House.""",Hillary Clinton,"August 4, 2015",mostly-true
Lauren Carroll,"The Navy ""is bringing charges against"" a Navy officer who shot at the Chattanooga shooter ""for illegally discharging a firearm on federal property.""",Allen West,"August 4, 2015",FALSE
Anna Bruzgulis,"""Almost 95 percent of all (Planned Parenthood) pregnancy services were abortions.""",Sandra Smith,"August 4, 2015",FALSE
W. Gardner,"Austin is ""effectively"" imposing ""a ban on barbecue restaurants.""",Rush Limbaugh,"• August 4,",pants-fire
Nancy Badertscher,Caution: Kissing and cuddling chickens can be hazardous to your health.,Centers for Disease Control,"August 4, 2015",TRUE
Amy Sherman,On the Cuba embargo.,Hillary Clinton,"August 3, 2015",full-flop
Linda Qiu,"Say President George W. Bush "" ‘borrowed’ $1.37 trillion of Social Security surplus revenue to pay for his tax cuts for the rich and his war in Iraq and never paid it back.""",Facebook posts,"August 3, 2015",barely-true
